company	date	reviewer	rating	review
google	2018-12-10	Paul Morn	4	Google was literally the best thing that was given to us. Can you picture a world without Google to help you find what you need?
google	2018-12-10	Gloria Foley	4	It's really a very good browser with tons of add on. It's my most usable browser
google	2018-12-07	Erkan	1	I have been contacting Google with the issue for my phone which is 12 weeks old Pixel 3 , I called them 21  times within 1 week still not sorted.it seems none know what they are talking about ,the worse customer service I have ever experienced, since November till now , nothing has changed
google	2018-12-04	Alex Weir	5	Chrome. Android. Google (search engine). Pixel. Home. This company is amazing in every aspect.
google	2018-12-04	James Plinth	4	Google really revolutionized the way the internet works. It's a necessity right now for 90% of things that are internet related, and it's so simple to use.
google	2018-12-03	docig	1	Took the contract , no service done- cancelled twice with no further arrangement , called multiple time to arrange service without any success, took initial payment of £60 and direct debt collected. Now cancelling the plan. Horrible experience .Not recommended.
google	2018-12-01	JayFi	5	My favourite web site ever. I can't imagine going on internet without it <3
google	2018-12-01	Jody Campbell	1	"I sent an email to Google Support yesterday at around 11:00 A.M. MST US, asking where the Google Home Hub was that I purchased from the Google Store, as it was  to be delivered two days earlier.  The email response I received indicated I would get a call back within 2-3 hours.  Instead, I got a telephone call at about 2:15 in the morning from a customer service rep in the Caribbean. I was really upset about this, as a telephone call in the middle of the night is usually not a good thing....in other words, it alarmed me a lot!  It turned out, that the CS could not help with my question, as she didn't have tracking capability and then told me that I would have to stay on the line 10-15 minutes while she ""tried"" to connect me to Shipping and Returns.  She further said that Shipping & Returns didn't have a toll-free number and that was the reason she had to be a conduit to that group.  By this time, I was beside myself and told her that I had never experienced such poor customer service in my life.  Now, in looking at further options, I see that there is no way possible to actually get some help from Google.  I am really, really disappointed in this lack of service, responsibility and follow-up by Google"
google	2018-11-30	Arianne Mingus	1	I just want to be able to reply to my Google Business Review but no one answers tech support. Is anyone out there #Google?ArianneClient RelationsOneLoanPlace.com
google	2018-11-30	Roman M	4	Great search engine, by the far the best. Even works by using your microphone when you aren't telling them to. Seamless implementation google
google	2018-11-29	Stephanie Smith	1	You assume everyone can handle their issue by pre thought up issues you've resolved, but don't have anyone to talk to and all your messages are automated. Honestly I'm considering switching from gmail/google...like you care, but still. you'd think customer service was important somewhere.
google	2018-11-29	Roze	1	TRUSTPILOT , YOU HAVE SERIOUS PROBLEMS WITH YOUR BRAIN.You repeatedly  insist - Your review contains inappropriate language. Please change the highlighted text to post your review. EVEN THERE IS NO ONE SUCH WORD. Give me e-mail and I will send you the text. I think you are dishonest organisation, my experience makes think so.
